run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
3,100,threshold,rebalance,accepted by fixed threshold; diff=0.247732; threshold=0.0003125,5.404096302,5.282912879,0.286904095,0.069242706,5.404096302,5.282912879,0.286904095,0.069242706,0.125000000|0.250000000|0.375000000|0.500000000|0.625000000|0.750000000|0.875000000|1.000000000,0.246875003|0.250937492|0.500625014|0.504374981|0.750000000|0.752812505|0.997812510|1.000000000,0.246875003|0.250937492|0.500625014|0.504374981|0.750000000|0.752812505|0.997812510|1.000000000,0.048801568|3.020640573|0.048256416|3.072043610|0.049075776|4.271514350|0.049157984|5.404096302
3,1100,threshold,rebalance,accepted by fixed threshold; diff=0.00356304; threshold=0.0003125,1.443412342,4.220062483,0.037689172,0.019561016,6.847508644,9.502975362,0.324593267,0.088803722,0.246875003|0.250937492|0.500625014|0.504374981|0.750000000|0.752812505|0.997812510|1.000000000,0.247187495|0.250937492|0.498750001|0.502187490|0.749374986|0.750937521|0.998437524|1.000000000,0.247187495|0.250937492|0.498750001|0.502187490|0.749374986|0.750937521|0.998437524|1.000000000,0.937844832|0.977101509|0.946123104|1.077485357|0.933533056|1.443412342|0.929688480|1.377424630
3,2100,threshold,rebalance,accepted by fixed threshold; diff=0.00098823; threshold=0.0003125,0.939355296,4.275910387,0.018002303,0.003604158,7.786863940,13.778885749,0.342595570,0.092407880,0.247187495|0.250937492|0.498750001|0.502187490|0.749374986|0.750937521|0.998437524|1.000000000,0.246875003|0.250937492|0.498124987|0.501874983|0.748749971|0.750937521|0.998437524|1.000000000,0.246875003|0.250937492|0.498124987|0.501874983|0.748749971|0.750937521|0.998437524|1.000000000,0.938594592|0.891912255|0.939355296|0.878713753|0.938568800|0.694179149|0.938001056|0.935292990
3,3100,threshold,rebalance,accepted by fixed threshold; diff=0.000698734; threshold=0.0003125,0.938019520,4.232192946,0.018839139,0.003335260,8.724883460,18.011078695,0.361434709,0.095743140,0.246875003|0.250937492|0.498124987|0.501874983|0.748749971|0.750937521|0.998437524|1.000000000,0.246562496|0.250625014|0.497812510|0.501874983|0.748437524|0.750937521|0.998125017|1.000000000,0.246562496|0.250625014|0.497812510|0.501874983|0.748437524|0.750937521|0.998125017|1.000000000,0.937705952|0.929332668|0.936043072|0.905661846|0.937461152|0.738114645|0.938019520|0.774084165
3,4100,threshold,rebalance,accepted by fixed threshold; diff=0.00125003; threshold=0.0003125,0.959784425,4.271355968,0.020705362,0.004944608,9.684667885,22.282434663,0.382140071,0.100687748,0.246562496|0.250625014|0.497812510|0.501874983|0.748437524|0.750937521|0.998125017|1.000000000,0.246562496|0.250625014|0.497500002|0.501562476|0.747500002|0.750625014|0.997500002|1.000000000,0.246562496|0.250625014|0.497500002|0.501562476|0.747500002|0.750625014|0.997500002|1.000000000,0.935680896|0.929895073|0.936662208|0.959784425|0.937419744|0.746288694|0.936884896|0.728555078
3,5100,threshold,rebalance,accepted by fixed threshold; diff=0.00108252; threshold=0.0003125,0.938170705,4.278552878,0.022889850,0.006644190,10.622838590,26.560987541,0.405029921,0.107331938,0.246562496|0.250625014|0.497500002|0.501562476|0.747500002|0.750625014|0.997500002|1.000000000,0.246250004|0.250312507|0.496874988|0.500937521|0.747187495|0.750625014|0.997187495|1.000000000,0.246250004|0.250312507|0.496874988|0.500937521|0.747187495|0.750625014|0.997187495|1.000000000,0.936554464|0.938170705|0.935791040|0.935952515|0.933979200|0.838645689|0.936012928|0.827294923
3,6100,threshold,rebalance,accepted by fixed threshold; diff=0.000826805; threshold=0.0003125,0.942892817,4.304089592,0.021371227,0.005868901,11.565731407,30.865077133,0.426401148,0.113200839,0.246250004|0.250312507|0.496874988|0.500937521|0.747187495|0.750625014|0.997187495|1.000000000,0.245937496|0.250000000|0.496562511|0.500625014|0.746874988|0.750312507|0.996874988|1.000000000,0.245937496|0.250000000|0.496562511|0.500625014|0.746874988|0.750312507|0.996874988|1.000000000,0.935381600|0.942892817|0.935174240|0.938975974|0.935080320|0.884393905|0.934519520|0.873867796
3,7100,threshold,rebalance,accepted by fixed threshold; diff=0.000625014; threshold=0.0003125,0.934828096,4.227639652,0.019697276,0.002766112,12.500559503,35.092716785,0.446098424,0.115966951,0.245937496|0.250000000|0.496562511|0.500625014|0.746874988|0.750312507|0.996874988|1.000000000,0.245937496|0.250000000|0.496250004|0.500312507|0.746562481|0.750312507|0.996562481|1.000000000,0.245937496|0.250000000|0.496250004|0.500312507|0.746562481|0.750312507|0.996562481|1.000000000,0.934239552|0.933121066|0.934486688|0.924704667|0.934141024|0.862150544|0.934828096|0.886981138
3,8100,threshold,skip,new partition identical,0.935777871,4.254689924,0.015525599,0.000000000,13.436337374,39.347406709,0.461624023,0.115966951,0.245937496|0.250000000|0.496250004|0.500312507|0.746562481|0.750312507|0.996562481|1.000000000,0.245937496|0.250000000|0.496250004|0.500312507|0.746562481|0.750312507|0.996562481|1.000000000,0.245937496|0.250000000|0.496250004|0.500312507|0.746562481|0.750312507|0.996562481|1.000000000,0.933886592|0.935777871|0.933497888|0.934779121|0.934251680|0.915463951|0.933815360|0.933802055
3,9100,threshold,rebalance,accepted by fixed threshold; diff=0.000441952; threshold=0.0003125,0.937889642,4.240684233,0.017546452,0.002801871,14.374227016,43.588090942,0.479170475,0.118768822,0.245937496|0.250000000|0.496250004|0.500312507|0.746562481|0.750312507|0.996562481|1.000000000,0.245937496|0.250000000|0.496562511|0.500625014|0.746562481|0.750312507|0.996562481|1.000000000,0.245937496|0.250000000|0.496562511|0.500625014|0.746562481|0.750312507|0.996562481|1.000000000,0.934206752|0.937889642|0.933150368|0.926942796|0.935184608|0.914204565|0.934321856|0.915582642
