run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
9,100,threshold,rebalance,accepted by fixed threshold; diff=0.247416; threshold=0.0003125,5.413592305,5.155973906,0.315168929,0.096910304,5.413592305,5.155973906,0.315168929,0.096910304,0.125000000|0.250000000|0.375000000|0.500000000|0.625000000|0.750000000|0.875000000|1.000000000,0.246875003|0.250937492|0.500625014|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.246875003|0.250937492|0.500625014|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.048636224|3.003171831|0.048074432|3.057258315|0.049109824|4.275609593|0.048872160|5.413592305
9,1100,threshold,rebalance,accepted by fixed threshold; diff=0.00382733; threshold=0.0003125,1.440920954,4.231819427,0.038404766,0.021910051,6.854513259,9.387793333,0.353573695,0.118820355,0.246875003|0.250937492|0.500625014|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.246875003|0.250937492|0.498750001|0.501874983|0.748749971|0.750625014|0.998437524|1.000000000,0.246875003|0.250937492|0.498750001|0.501874983|0.748749971|0.750625014|0.998437524|1.000000000,0.938786464|0.979281428|0.946238464|1.161812858|0.930509408|1.440920954|0.930916672|1.358394415
9,2100,threshold,rebalance,accepted by fixed threshold; diff=0.000441952; threshold=0.0003125,0.945111090,4.283520422,0.021643538,0.002463441,7.799624349,13.671313755,0.375217233,0.121283796,0.246875003|0.250937492|0.498750001|0.501874983|0.748749971|0.750625014|0.998437524|1.000000000,0.246875003|0.250937492|0.498437494|0.501874983|0.748749971|0.750937521|0.998437524|1.000000000,0.246875003|0.250937492|0.498437494|0.501874983|0.748749971|0.750937521|0.998437524|1.000000000,0.937655392|0.945111090|0.938288960|0.806029622|0.937785984|0.759382704|0.938736672|0.939884128
9,3100,threshold,rebalance,accepted by fixed threshold; diff=0.000698747; threshold=0.0003125,0.938024960,4.322816246,0.019446896,0.003487567,8.737649309,17.994130001,0.394664129,0.124771363,0.246875003|0.250937492|0.498437494|0.501874983|0.748749971|0.750937521|0.998437524|1.000000000,0.246562496|0.250625014|0.498124987|0.501874983|0.748437524|0.750937521|0.998125017|1.000000000,0.246562496|0.250625014|0.498124987|0.501874983|0.748437524|0.750937521|0.998125017|1.000000000,0.937752416|0.932824557|0.936866976|0.846344619|0.937911936|0.743052147|0.938024960|0.797636741
9,4100,threshold,rebalance,accepted by fixed threshold; diff=0.00168286; threshold=0.0003125,0.938006976,4.282501840,0.022636119,0.007179662,9.675656285,22.276631841,0.417300248,0.131951025,0.246562496|0.250625014|0.498124987|0.501874983|0.748437524|0.750937521|0.998125017|1.000000000,0.246250004|0.250312507|0.497187495|0.501250029|0.747500002|0.750625014|0.997500002|1.000000000,0.246250004|0.250312507|0.497187495|0.501250029|0.747500002|0.750625014|0.997500002|1.000000000,0.936899264|0.925373249|0.938006976|0.892499267|0.937296288|0.742253516|0.936380352|0.716296032
9,5100,threshold,rebalance,accepted by fixed threshold; diff=0.000937521; threshold=0.0003125,0.951514915,4.344595996,0.019139735,0.004420061,10.627171200,26.621227837,0.436439983,0.136371086,0.246250004|0.250312507|0.497187495|0.501250029|0.747500002|0.750625014|0.997500002|1.000000000,0.245937496|0.250312507|0.496874988|0.500937521|0.746874988|0.750312507|0.997187495|1.000000000,0.245937496|0.250312507|0.496874988|0.500937521|0.746874988|0.750312507|0.997187495|1.000000000,0.935672256|0.929783833|0.935516288|0.951514915|0.935811200|0.842064358|0.935395648|0.831342273
9,6100,threshold,rebalance,accepted by fixed threshold; diff=0.000541278; threshold=0.0003125,0.981922289,4.315747151,0.019212510,0.002940798,11.609093489,30.936974988,0.455652493,0.139311884,0.245937496|0.250312507|0.496874988|0.500937521|0.746874988|0.750312507|0.997187495|1.000000000,0.245937496|0.250000000|0.496874988|0.500937521|0.746874988|0.750625014|0.996874988|1.000000000,0.245937496|0.250000000|0.496874988|0.500937521|0.746874988|0.750625014|0.996874988|1.000000000,0.934416416|0.981922289|0.933877088|0.932395257|0.933772160|0.873717853|0.936144096|0.881293684
9,7100,threshold,rebalance,accepted by fixed threshold; diff=0.000624999; threshold=0.0003125,0.938439092,4.327071251,0.019838915,0.004219550,12.547532581,35.264046239,0.475491408,0.143531434,0.245937496|0.250000000|0.496874988|0.500937521|0.746874988|0.750625014|0.996874988|1.000000000,0.245937496|0.250000000|0.496562511|0.500625014|0.746562481|0.750312507|0.996874988|1.000000000,0.245937496|0.250000000|0.496562511|0.500625014|0.746562481|0.750312507|0.996874988|1.000000000,0.934360544|0.930201255|0.935320256|0.938439092|0.933870304|0.930004312|0.933346976|0.896966343
9,8100,threshold,rebalance,accepted by fixed threshold; diff=0.000625007; threshold=0.0003125,0.934932064,4.264407260,0.021119241,0.003602053,13.482464645,39.528453499,0.496610649,0.147133487,0.245937496|0.250000000|0.496562511|0.500625014|0.746562481|0.750312507|0.996874988|1.000000000,0.245625004|0.249687493|0.496250004|0.500625014|0.746562481|0.750312507|0.996562481|1.000000000,0.245625004|0.249687493|0.496250004|0.500625014|0.746562481|0.750312507|0.996562481|1.000000000,0.934837664|0.932871490|0.933966496|0.929269607|0.933990240|0.910180499|0.934932064|0.864543318
9,9100,threshold,rebalance,accepted by fixed threshold; diff=0.000541278; threshold=0.0003125,0.983211824,4.259508193,0.020391078,0.005559713,14.465676469,43.787961692,0.517001727,0.152693200,0.245625004|0.249687493|0.496250004|0.500625014|0.746562481|0.750312507|0.996562481|1.000000000,0.245625004|0.249687493|0.496250004|0.500312507|0.746249974|0.750000000|0.996562481|1.000000000,0.245625004|0.249687493|0.496250004|0.500312507|0.746249974|0.750000000|0.996562481|1.000000000,0.933579168|0.930754239|0.934437472|0.983211824|0.934177920|0.901373678|0.933509152|0.901408639
