run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
10,100,threshold,rebalance,accepted by fixed threshold; diff=0.350095; threshold=0.1,10.393319225,9.323551032,0.370770654,0.161598653,10.393319225,9.323551032,0.370770654,0.161598653,0.250000000|0.500000000|0.750000000|1.000000000,0.499374986|0.506874979|0.995625019|1.000000000,0.499374986|0.506874979|0.995625019|1.000000000,0.092877760|6.125641166|0.094938592|10.393319225
10,1100,threshold,skip,load difference below fixed threshold; diff=0.00559887; threshold=0.1,2.435171973,1.838586815,0.010007345,0.000000000,12.828491198,11.162137847,0.380777999,0.161598653,0.499374986|0.506874979|0.995625019|1.000000000,0.496250004|0.502499998|0.997187495|1.000000000,0.499374986|0.506874979|0.995625019|1.000000000,1.602076288|1.908833876|1.573855584|2.435171973
10,2100,threshold,skip,load difference below fixed threshold; diff=0.00805251; threshold=0.1,2.230707646,1.830907726,0.009270729,0.000000000,15.059198844,12.993045573,0.390048728,0.161598653,0.499374986|0.506874979|0.995625019|1.000000000,0.493750006|0.501250029|0.996874988|1.000000000,0.499374986|0.506874979|0.995625019|1.000000000,1.584353728|1.621332644|1.544454464|2.230707646
10,3100,threshold,skip,load difference below fixed threshold; diff=0.00886087; threshold=0.1,1.791124753,1.805977902,0.009296710,0.000000000,16.850323597,14.799023475,0.399345438,0.161598653,0.499374986|0.506874979|0.995625019|1.000000000,0.493124992|0.500625014|0.996249974|1.000000000,0.499374986|0.506874979|0.995625019|1.000000000,1.584495488|1.567250667|1.543976032|1.791124753
10,4100,threshold,skip,load difference below fixed threshold; diff=0.00906784; threshold=0.1,1.584207360,1.792999227,0.009343434,0.000000000,18.434530957,16.592022702,0.408688872,0.161598653,0.499374986|0.506874979|0.995625019|1.000000000,0.492812514|0.500625014|0.995312512|1.000000000,0.499374986|0.506874979|0.995625019|1.000000000,1.584207360|1.539245032|1.543976288|1.508235547
10,5100,threshold,skip,load difference below fixed threshold; diff=0.00952481; threshold=0.1,1.584211296,1.806134709,0.009524253,0.000000000,20.018742253,18.398157411,0.418213125,0.161598653,0.499374986|0.506874979|0.995625019|1.000000000,0.492500007|0.500312507|0.995000005|1.000000000,0.499374986|0.506874979|0.995625019|1.000000000,1.584211296|1.519705043|1.543855616|1.373809096
10,6100,threshold,skip,load difference below fixed threshold; diff=0.00955041; threshold=0.1,1.584082400,1.815632716,0.009122597,0.000000000,21.602824653,20.213790127,0.427335722,0.161598653,0.499374986|0.506874979|0.995625019|1.000000000,0.492500007|0.500312507|0.994687498|1.000000000,0.499374986|0.506874979|0.995625019|1.000000000,1.584082400|1.505158667|1.543808800|1.275224829
10,7100,threshold,skip,load difference below fixed threshold; diff=0.0100244; threshold=0.1,1.584222656,1.851131731,0.009313821,0.000000000,23.187047309,22.064921858,0.436649543,0.161598653,0.499374986|0.506874979|0.995625019|1.000000000,0.492187500|0.500000000|0.994374990|1.000000000,0.499374986|0.506874979|0.995625019|1.000000000,1.584222656|1.495325647|1.543974144|1.218297466
10,8100,threshold,skip,load difference below fixed threshold; diff=0.0100681; threshold=0.1,1.584171808,1.838082493,0.009530259,0.000000000,24.771219117,23.903004351,0.446179802,0.161598653,0.499374986|0.506874979|0.995625019|1.000000000,0.492187500|0.500000000|0.994062483|1.000000000,0.499374986|0.506874979|0.995625019|1.000000000,1.584171808|1.504499766|1.544024416|1.174758619
10,9100,threshold,skip,load difference below fixed threshold; diff=0.0100681; threshold=0.1,1.584236384,1.854241659,0.009556310,0.000000000,26.355455501,25.757246010,0.455736112,0.161598653,0.499374986|0.506874979|0.995625019|1.000000000,0.492187500|0.500000000|0.994062483|1.000000000,0.499374986|0.506874979|0.995625019|1.000000000,1.584236384|1.495741691|1.544735200|1.161025023
