run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
4,100,threshold,rebalance,accepted by fixed threshold; diff=0.489375; threshold=0.1,17.160301112,0.000000000,0.255690760,0.089556449,17.160301112,0.000000000,0.255690760,0.089556449,0.500000000|1.000000000,0.989374995|1.000000000,0.989374995|1.000000000,0.182061184|17.160301112
4,1100,threshold,skip,load difference below fixed threshold; diff=0.00468749; threshold=0.1,5.419378302,0.000000000,0.010027938,0.000000000,22.579679414,0.000000000,0.265718698,0.089556449,0.989374995|1.000000000,0.994062483|1.000000000,0.989374995|1.000000000,3.064029888|5.419378302
4,2100,threshold,skip,load difference below fixed threshold; diff=0.00406253; threshold=0.1,4.862828227,0.000000000,0.009796484,0.000000000,27.442507641,0.000000000,0.275515182,0.089556449,0.989374995|1.000000000,0.993437529|1.000000000,0.989374995|1.000000000,3.042741312|4.862828227
4,3100,threshold,skip,load difference below fixed threshold; diff=0.0025; threshold=0.1,4.073065936,0.000000000,0.009603792,0.000000000,31.515573577,0.000000000,0.285118974,0.089556449,0.989374995|1.000000000,0.991874993|1.000000000,0.989374995|1.000000000,3.109439200|4.073065936
4,4100,threshold,skip,load difference below fixed threshold; diff=0.000625014; threshold=0.1,3.483994890,0.000000000,0.008436933,0.000000000,34.999568467,0.000000000,0.293555907,0.089556449,0.989374995|1.000000000,0.990000010|1.000000000,0.989374995|1.000000000,3.324023712|3.483994890
4,5100,threshold,skip,load difference below fixed threshold; diff=0.000937521; threshold=0.1,3.421149088,0.000000000,0.008550634,0.000000000,38.420717555,0.000000000,0.302106541,0.089556449,0.989374995|1.000000000,0.988437474|1.000000000,0.989374995|1.000000000,3.421149088|3.154998348
4,6100,threshold,skip,load difference below fixed threshold; diff=0.00187498; threshold=0.1,3.425710976,0.000000000,0.008379523,0.000000000,41.846428531,0.000000000,0.310486064,0.089556449,0.989374995|1.000000000,0.987500012|1.000000000,0.989374995|1.000000000,3.425710976|2.915762810
4,7100,threshold,skip,load difference below fixed threshold; diff=0.0025; threshold=0.1,3.425766688,0.000000000,0.008498043,0.000000000,45.272195219,0.000000000,0.318984107,0.089556449,0.989374995|1.000000000,0.986874998|1.000000000,0.989374995|1.000000000,3.425766688|2.746452697
4,8100,threshold,skip,load difference below fixed threshold; diff=0.00343752; threshold=0.1,3.448149536,0.000000000,0.008477161,0.000000000,48.720344755,0.000000000,0.327461268,0.089556449,0.989374995|1.000000000,0.985937476|1.000000000,0.989374995|1.000000000,3.448149536|2.622413216
4,9100,threshold,skip,load difference below fixed threshold; diff=0.00406247; threshold=0.1,3.469524320,0.000000000,0.008472901,0.000000000,52.189869075,0.000000000,0.335934169,0.089556449,0.989374995|1.000000000,0.985312521|1.000000000,0.989374995|1.000000000,3.469524320|2.520579772
