run_id,total_time_s,metrics_file,timing_file,log_file
1,55.413628967,Results/np1/dynamic_threshold_threshold_0p1/metrics_run_1.csv,Results/np1/dynamic_threshold_threshold_0p1/total_time_run_1.txt,Results/np1/dynamic_threshold_threshold_0p1/logs/run_1.out
2,55.390030065,Results/np1/dynamic_threshold_threshold_0p1/metrics_run_2.csv,Results/np1/dynamic_threshold_threshold_0p1/total_time_run_2.txt,Results/np1/dynamic_threshold_threshold_0p1/logs/run_2.out
3,55.906462802,Results/np1/dynamic_threshold_threshold_0p1/metrics_run_3.csv,Results/np1/dynamic_threshold_threshold_0p1/total_time_run_3.txt,Results/np1/dynamic_threshold_threshold_0p1/logs/run_3.out
4,55.891967507,Results/np1/dynamic_threshold_threshold_0p1/metrics_run_4.csv,Results/np1/dynamic_threshold_threshold_0p1/total_time_run_4.txt,Results/np1/dynamic_threshold_threshold_0p1/logs/run_4.out
5,55.936483512,Results/np1/dynamic_threshold_threshold_0p1/metrics_run_5.csv,Results/np1/dynamic_threshold_threshold_0p1/total_time_run_5.txt,Results/np1/dynamic_threshold_threshold_0p1/logs/run_5.out
6,55.894664694,Results/np1/dynamic_threshold_threshold_0p1/metrics_run_6.csv,Results/np1/dynamic_threshold_threshold_0p1/total_time_run_6.txt,Results/np1/dynamic_threshold_threshold_0p1/logs/run_6.out
7,55.414871563,Results/np1/dynamic_threshold_threshold_0p1/metrics_run_7.csv,Results/np1/dynamic_threshold_threshold_0p1/total_time_run_7.txt,Results/np1/dynamic_threshold_threshold_0p1/logs/run_7.out
8,56.050173827,Results/np1/dynamic_threshold_threshold_0p1/metrics_run_8.csv,Results/np1/dynamic_threshold_threshold_0p1/total_time_run_8.txt,Results/np1/dynamic_threshold_threshold_0p1/logs/run_8.out
9,55.825715441,Results/np1/dynamic_threshold_threshold_0p1/metrics_run_9.csv,Results/np1/dynamic_threshold_threshold_0p1/total_time_run_9.txt,Results/np1/dynamic_threshold_threshold_0p1/logs/run_9.out
10,55.947987311,Results/np1/dynamic_threshold_threshold_0p1/metrics_run_10.csv,Results/np1/dynamic_threshold_threshold_0p1/total_time_run_10.txt,Results/np1/dynamic_threshold_threshold_0p1/logs/run_10.out
