run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
5,100,threshold,rebalance,accepted by fixed threshold; diff=0.348509; threshold=0.01,10.382034461,9.337698558,0.357841059,0.147475829,10.382034461,9.337698558,0.357841059,0.147475829,0.250000000|0.500000000|0.750000000|1.000000000,0.497187495|0.504999995|0.995625019|1.000000000,0.497187495|0.504999995|0.995625019|1.000000000,0.092914208|6.124149543|0.094165184|10.382034461
5,1100,threshold,skip,load difference below fixed threshold; diff=0.00711238; threshold=0.01,2.416351996,1.882286437,0.009702907,0.000000000,12.798386457,11.219984995,0.367543966,0.147475829,0.497187495|0.504999995|0.995625019|1.000000000,0.493124992|0.499374986|0.997187495|1.000000000,0.497187495|0.504999995|0.995625019|1.000000000,1.598025920|1.981211373|1.562943488|2.416351996
5,2100,threshold,skip,load difference below fixed threshold; diff=0.00546648; threshold=0.01,2.177716613,1.791777531,0.009544017,0.000000000,14.976103070,13.011762526,0.377087983,0.147475829,0.497187495|0.504999995|0.995625019|1.000000000,0.493750006|0.500937521|0.996874988|1.000000000,0.497187495|0.504999995|0.995625019|1.000000000,1.578264864|1.691104666|1.550679616|2.177716613
5,3100,threshold,skip,load difference below fixed threshold; diff=0.00556388; threshold=0.01,1.819949093,1.788256308,0.010036748,0.000000000,16.796052163,14.800018834,0.387124731,0.147475829,0.497187495|0.504999995|0.995625019|1.000000000,0.493437499|0.500937521|0.996249974|1.000000000,0.497187495|0.504999995|0.995625019|1.000000000,1.578188800|1.631633198|1.550887904|1.819949093
5,4100,threshold,skip,load difference below fixed threshold; diff=0.00597029; threshold=0.01,1.615845743,1.789977739,0.010315345,0.000000000,18.411897906,16.589996573,0.397440076,0.147475829,0.497187495|0.504999995|0.995625019|1.000000000,0.493124992|0.500625014|0.995625019|1.000000000,0.497187495|0.504999995|0.995625019|1.000000000,1.578227616|1.615845743|1.551405984|1.548679426
5,5100,threshold,skip,load difference below fixed threshold; diff=0.00644233; threshold=0.01,1.596859040,1.861831152,0.009485770,0.000000000,20.008756946,18.451827725,0.406925846,0.147475829,0.497187495|0.504999995|0.995625019|1.000000000,0.492812514|0.500312507|0.995000005|1.000000000,0.497187495|0.504999995|0.995625019|1.000000000,1.578494432|1.596859040|1.551124192|1.382012937
5,6100,threshold,skip,load difference below fixed threshold; diff=0.00669508; threshold=0.01,1.578420768,1.849348780,0.009740411,0.000000000,21.587177714,20.301176505,0.416666257,0.147475829,0.497187495|0.504999995|0.995625019|1.000000000,0.492500007|0.500312507|0.994687498|1.000000000,0.497187495|0.504999995|0.995625019|1.000000000,1.578420768|1.574391387|1.550970048|1.285839130
5,7100,threshold,skip,load difference below fixed threshold; diff=0.00674594; threshold=0.01,1.578085312,1.818733606,0.010072228,0.000000000,23.165263026,22.119910111,0.426738485,0.147475829,0.497187495|0.504999995|0.995625019|1.000000000,0.492500007|0.500312507|0.994374990|1.000000000,0.497187495|0.504999995|0.995625019|1.000000000,1.578085312|1.567948045|1.551249600|1.229426065
5,8100,threshold,skip,load difference below fixed threshold; diff=0.0071807; threshold=0.01,1.578680832,1.825330021,0.009550722,0.000000000,24.743943858,23.945240132,0.436289207,0.147475829,0.497187495|0.504999995|0.995625019|1.000000000,0.492187500|0.500000000|0.994374990|1.000000000,0.497187495|0.504999995|0.995625019|1.000000000,1.578680832|1.568436016|1.551722784|1.209925535
5,9100,threshold,skip,load difference below fixed threshold; diff=0.00724164; threshold=0.01,1.578578208,1.852924761,0.009518666,0.000000000,26.322522066,25.798164893,0.445807873,0.147475829,0.497187495|0.504999995|0.995625019|1.000000000,0.492187500|0.500000000|0.994062483|1.000000000,0.497187495|0.504999995|0.995625019|1.000000000,1.578578208|1.578025866|1.551313952|1.160099311
