np,mode,strategy,threshold,iterations,first_interval,regular_interval,total_mean_s,total_std_s,compute_accum_mean_s,compute_accum_std_s,comm_accum_mean_s,comm_accum_std_s,balance_accum_mean_s,balance_accum_std_s,rebalance_apply_accum_mean_s,rebalance_apply_accum_std_s
2,static,threshold,0.0003125,10000,100,1000,35.940467753,0.254456578,23.915440610,7.562852430,23.680901218,7.492641030,0.325141182,0.102983944,0.133492926,0.042533595
2,static,threshold,0.01,10000,100,1000,35.749898465,0.172181070,23.932824493,7.568485222,23.534961530,7.444367050,0.326364020,0.103459189,0.135071009,0.043165908
2,static,threshold,0.1,10000,100,1000,35.809421871,0.209624015,23.930083665,7.567644189,23.556393527,7.451098119,0.329083149,0.104488392,0.135503023,0.043833897
2,static,profiled,-,10000,100,1000,35.689359631,0.100907276,23.900298572,7.558106820,23.463180174,7.420498770,0.323384674,0.102320650,0.131139291,0.041574515
2,dynamic,threshold,0.0003125,10000,100,1000,35.973732754,0.260092909,23.138725790,7.317463340,23.649869184,7.482671414,0.498603128,0.160307773,0.225706784,0.076403717
2,dynamic,threshold,0.01,10000,100,1000,35.746463062,0.136173831,23.909780040,7.561148765,23.499314720,7.432375337,0.408282741,0.129835965,0.136869078,0.045201305
2,dynamic,threshold,0.1,10000,100,1000,35.806197859,0.299732232,23.913049822,7.562076523,23.543286240,7.450786178,0.403327489,0.127748707,0.129985265,0.041697281
2,dynamic,profiled,-,10000,100,1000,35.881038965,0.213500683,23.103997842,7.306200506,23.618618125,7.471566894,0.453454564,0.144664300,0.177876908,0.059406070
