run_id,total_time_s,metrics_file,timing_file,log_file
1,54.998687540,Results/np1/static_threshold_threshold_0p0003125/metrics_run_1.csv,Results/np1/static_threshold_threshold_0p0003125/total_time_run_1.txt,Results/np1/static_threshold_threshold_0p0003125/logs/run_1.out
2,55.691861250,Results/np1/static_threshold_threshold_0p0003125/metrics_run_2.csv,Results/np1/static_threshold_threshold_0p0003125/total_time_run_2.txt,Results/np1/static_threshold_threshold_0p0003125/logs/run_2.out
3,55.370797050,Results/np1/static_threshold_threshold_0p0003125/metrics_run_3.csv,Results/np1/static_threshold_threshold_0p0003125/total_time_run_3.txt,Results/np1/static_threshold_threshold_0p0003125/logs/run_3.out
4,55.902083357,Results/np1/static_threshold_threshold_0p0003125/metrics_run_4.csv,Results/np1/static_threshold_threshold_0p0003125/total_time_run_4.txt,Results/np1/static_threshold_threshold_0p0003125/logs/run_4.out
5,55.940560612,Results/np1/static_threshold_threshold_0p0003125/metrics_run_5.csv,Results/np1/static_threshold_threshold_0p0003125/total_time_run_5.txt,Results/np1/static_threshold_threshold_0p0003125/logs/run_5.out
6,55.973307475,Results/np1/static_threshold_threshold_0p0003125/metrics_run_6.csv,Results/np1/static_threshold_threshold_0p0003125/total_time_run_6.txt,Results/np1/static_threshold_threshold_0p0003125/logs/run_6.out
7,56.054528027,Results/np1/static_threshold_threshold_0p0003125/metrics_run_7.csv,Results/np1/static_threshold_threshold_0p0003125/total_time_run_7.txt,Results/np1/static_threshold_threshold_0p0003125/logs/run_7.out
8,55.970333175,Results/np1/static_threshold_threshold_0p0003125/metrics_run_8.csv,Results/np1/static_threshold_threshold_0p0003125/total_time_run_8.txt,Results/np1/static_threshold_threshold_0p0003125/logs/run_8.out
9,55.614942812,Results/np1/static_threshold_threshold_0p0003125/metrics_run_9.csv,Results/np1/static_threshold_threshold_0p0003125/total_time_run_9.txt,Results/np1/static_threshold_threshold_0p0003125/logs/run_9.out
10,56.114897659,Results/np1/static_threshold_threshold_0p0003125/metrics_run_10.csv,Results/np1/static_threshold_threshold_0p0003125/total_time_run_10.txt,Results/np1/static_threshold_threshold_0p0003125/logs/run_10.out
