run_id,total_time_s,metrics_file,timing_file,log_file
1,56.482312252,Results/np4/static_threshold_threshold_0p1/metrics_run_1.csv,Results/np4/static_threshold_threshold_0p1/total_time_run_1.txt,Results/np4/static_threshold_threshold_0p1/logs/run_1.out
2,56.602644309,Results/np4/static_threshold_threshold_0p1/metrics_run_2.csv,Results/np4/static_threshold_threshold_0p1/total_time_run_2.txt,Results/np4/static_threshold_threshold_0p1/logs/run_2.out
3,54.981486945,Results/np4/static_threshold_threshold_0p1/metrics_run_3.csv,Results/np4/static_threshold_threshold_0p1/total_time_run_3.txt,Results/np4/static_threshold_threshold_0p1/logs/run_3.out
4,56.273945377,Results/np4/static_threshold_threshold_0p1/metrics_run_4.csv,Results/np4/static_threshold_threshold_0p1/total_time_run_4.txt,Results/np4/static_threshold_threshold_0p1/logs/run_4.out
5,56.519054830,Results/np4/static_threshold_threshold_0p1/metrics_run_5.csv,Results/np4/static_threshold_threshold_0p1/total_time_run_5.txt,Results/np4/static_threshold_threshold_0p1/logs/run_5.out
6,55.030180099,Results/np4/static_threshold_threshold_0p1/metrics_run_6.csv,Results/np4/static_threshold_threshold_0p1/total_time_run_6.txt,Results/np4/static_threshold_threshold_0p1/logs/run_6.out
7,56.040243425,Results/np4/static_threshold_threshold_0p1/metrics_run_7.csv,Results/np4/static_threshold_threshold_0p1/total_time_run_7.txt,Results/np4/static_threshold_threshold_0p1/logs/run_7.out
8,56.438890263,Results/np4/static_threshold_threshold_0p1/metrics_run_8.csv,Results/np4/static_threshold_threshold_0p1/total_time_run_8.txt,Results/np4/static_threshold_threshold_0p1/logs/run_8.out
9,56.102392779,Results/np4/static_threshold_threshold_0p1/metrics_run_9.csv,Results/np4/static_threshold_threshold_0p1/total_time_run_9.txt,Results/np4/static_threshold_threshold_0p1/logs/run_9.out
10,55.628947806,Results/np4/static_threshold_threshold_0p1/metrics_run_10.csv,Results/np4/static_threshold_threshold_0p1/total_time_run_10.txt,Results/np4/static_threshold_threshold_0p1/logs/run_10.out
