run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
4,100,threshold,rebalance,accepted by fixed threshold; diff=0.348504; threshold=0.0003125,10.434715993,9.306953389,0.358432797,0.148302836,10.434715993,9.306953389,0.358432797,0.148302836,0.250000000|0.500000000|0.750000000|1.000000000,0.497187495|0.504687488|0.995625019|1.000000000,0.497187495|0.504687488|0.995625019|1.000000000,0.092765376|6.161283347|0.093990752|10.434715993
4,1100,threshold,rebalance,accepted by fixed threshold; diff=0.00686789; threshold=0.0003125,2.461397400,1.871747617,0.041247765,0.031806762,12.896113393,11.178701006,0.399680562,0.180109598,0.497187495|0.504687488|0.995625019|1.000000000,0.493124992|0.499374986|0.997187495|1.000000000,0.493124992|0.499374986|0.997187495|1.000000000,1.605510880|1.909365824|1.570366880|2.461397400
4,2100,threshold,rebalance,accepted by fixed threshold; diff=0.0016829; threshold=0.0003125,1.572559296,1.829936359,0.015962711,0.006677022,14.468672689,13.008637365,0.415643273,0.186786620,0.493124992|0.499374986|0.997187495|1.000000000,0.493750006|0.500937521|0.997187495|1.000000000,0.493750006|0.500937521|0.997187495|1.000000000,1.565242720|1.379748419|1.572559296|1.493898600
4,3100,threshold,rebalance,accepted by fixed threshold; diff=0.000698787; threshold=0.0003125,1.567552992,1.854987448,0.010437778,0.000864694,16.036225681,14.863624813,0.426081051,0.187651314,0.493750006|0.500937521|0.997187495|1.000000000,0.493437499|0.500937521|0.996562481|1.000000000,0.493437499|0.500937521|0.996562481|1.000000000,1.566871072|1.498173146|1.567552992|1.290853648
4,4100,threshold,rebalance,accepted by fixed threshold; diff=0.00116923; threshold=0.0003125,1.565733888,1.836932042,0.011995099,0.002716057,17.601959569,16.700556855,0.438076150,0.190367371,0.493437499|0.500937521|0.996562481|1.000000000,0.492812514|0.500625014|0.995625019|1.000000000,0.492812514|0.500625014|0.995625019|1.000000000,1.565733888|1.533982248|1.565579520|1.224031854
4,5100,threshold,rebalance,accepted by fixed threshold; diff=0.0057791; threshold=0.0003125,1.573106362,1.802796634,0.028455709,0.019092271,19.175065931,18.503353489,0.466531859,0.209459642,0.492812514|0.500625014|0.995625019|1.000000000,0.496874988|0.504687488|0.995000005|1.000000000,0.496874988|0.504687488|0.995000005|1.000000000,1.536393216|1.573106362|1.564204320|1.369295997
4,6100,threshold,rebalance,accepted by fixed threshold; diff=0.00663647; threshold=0.0003125,1.576977600,1.802117794,0.030601721,0.020919925,20.752043531,20.305471283,0.497133580,0.230379567,0.496874988|0.504687488|0.995000005|1.000000000,0.492187500|0.500000000|0.994687498|1.000000000,0.492187500|0.500000000|0.994687498|1.000000000,1.576977600|1.563038584|1.549342176|1.446039904
4,7100,threshold,rebalance,accepted by fixed threshold; diff=0.00421587; threshold=0.0003125,1.582670592,1.809733305,0.026483390,0.017122492,22.334714123,22.115204588,0.523616970,0.247502059,0.492187500|0.500000000|0.994687498|1.000000000,0.495000005|0.503125012|0.994374990|1.000000000,0.495000005|0.503125012|0.994374990|1.000000000,1.562455392|1.558031213|1.582670592|1.449096194
4,8100,threshold,rebalance,accepted by fixed threshold; diff=0.00421587; threshold=0.0003125,1.617054240,1.833041965,0.022500204,0.013338146,23.951768363,23.948246553,0.546117174,0.260840205,0.495000005|0.503125012|0.994374990|1.000000000,0.492187500|0.500000000|0.994062483|1.000000000,0.492187500|0.500000000|0.994062483|1.000000000,1.570838304|1.617054240|1.553437952|1.456303020
4,9100,threshold,rebalance,accepted by fixed threshold; diff=0.000312507; threshold=0.0003125,1.562860256,1.806426881,0.010703524,0.000851714,25.514628619,25.754673434,0.556820698,0.261691919,0.492187500|0.500000000|0.994062483|1.000000000,0.492187500|0.500000000|0.993749976|1.000000000,0.492187500|0.500000000|0.993749976|1.000000000,1.562844832|1.560740727|1.562860256|1.485788408
