run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
10,100,threshold,rebalance,accepted by fixed threshold; diff=0.489375; threshold=0.0003125,17.119465497,0.000000000,0.255627807,0.089133853,17.119465497,0.000000000,0.255627807,0.089133853,0.500000000|1.000000000,0.989374995|1.000000000,0.989374995|1.000000000,0.182419040|17.119465497
10,1100,threshold,rebalance,accepted by fixed threshold; diff=0.00468749; threshold=0.0003125,5.423191189,0.000000000,0.011898836,0.001789819,22.542656686,0.000000000,0.267526643,0.090923672,0.989374995|1.000000000,0.994062483|1.000000000,0.994062483|1.000000000,3.060260512|5.423191189
10,2100,threshold,rebalance,accepted by fixed threshold; diff=0.00124997; threshold=0.0003125,3.408156768,0.000000000,0.009242428,0.000658253,25.950813454,0.000000000,0.276769071,0.091581925,0.994062483|1.000000000,0.992812514|1.000000000,0.992812514|1.000000000,3.408156768|2.863176828
10,3100,threshold,rebalance,accepted by fixed threshold; diff=0.00156254; threshold=0.0003125,3.424702080,0.000000000,0.009327145,0.000769719,29.375515534,0.000000000,0.286096216,0.092351644,0.992812514|1.000000000,0.991249979|1.000000000,0.991249979|1.000000000,3.424702080|2.823705056
10,4100,threshold,rebalance,accepted by fixed threshold; diff=0.00156248; threshold=0.0003125,3.408784864,0.000000000,0.010107620,0.000939154,32.784300398,0.000000000,0.296203836,0.093290798,0.991249979|1.000000000,0.989687502|1.000000000,0.989687502|1.000000000,3.408784864|2.874466001
10,5100,threshold,rebalance,accepted by fixed threshold; diff=0.000937521; threshold=0.0003125,3.409712640,0.000000000,0.008881977,0.000478272,36.194013038,0.000000000,0.305085813,0.093769070,0.989687502|1.000000000,0.988749981|1.000000000,0.988749981|1.000000000,3.409712640|3.080107904
10,6100,threshold,rebalance,accepted by fixed threshold; diff=0.00156248; threshold=0.0003125,3.471886080,0.000000000,0.009137875,0.000780475,39.665899118,0.000000000,0.314223688,0.094549545,0.988749981|1.000000000,0.987187505|1.000000000,0.987187505|1.000000000,3.471886080|3.074554701
10,7100,threshold,rebalance,accepted by fixed threshold; diff=0.000625014; threshold=0.0003125,3.428583616,0.000000000,0.008807108,0.000466469,43.094482734,0.000000000,0.323030796,0.095016014,0.987187505|1.000000000,0.986562490|1.000000000,0.986562490|1.000000000,3.428583616|3.301559128
10,8100,threshold,rebalance,accepted by fixed threshold; diff=0.000312507; threshold=0.0003125,3.436561824,0.000000000,0.009339507,0.000403961,46.531044558,0.000000000,0.332370303,0.095419975,0.986562490|1.000000000,0.986249983|1.000000000,0.986249983|1.000000000,3.436561824|3.326443999
10,9100,threshold,rebalance,accepted by fixed threshold; diff=0.000937462; threshold=0.0003125,3.456362624,0.000000000,0.008959222,0.000553002,49.987407182,0.000000000,0.341329525,0.095972977,0.986249983|1.000000000,0.985312521|1.000000000,0.985312521|1.000000000,3.456362624|3.265182796
