run_id,total_time_s,metrics_file,timing_file,log_file
1,53.666336529,Results/np1/dynamic_threshold_threshold_0p0003125/metrics_run_1.csv,Results/np1/dynamic_threshold_threshold_0p0003125/total_time_run_1.txt,Results/np1/dynamic_threshold_threshold_0p0003125/logs/run_1.out
2,53.538815554,Results/np1/dynamic_threshold_threshold_0p0003125/metrics_run_2.csv,Results/np1/dynamic_threshold_threshold_0p0003125/total_time_run_2.txt,Results/np1/dynamic_threshold_threshold_0p0003125/logs/run_2.out
3,53.603878927,Results/np1/dynamic_threshold_threshold_0p0003125/metrics_run_3.csv,Results/np1/dynamic_threshold_threshold_0p0003125/total_time_run_3.txt,Results/np1/dynamic_threshold_threshold_0p0003125/logs/run_3.out
4,53.634388618,Results/np1/dynamic_threshold_threshold_0p0003125/metrics_run_4.csv,Results/np1/dynamic_threshold_threshold_0p0003125/total_time_run_4.txt,Results/np1/dynamic_threshold_threshold_0p0003125/logs/run_4.out
5,53.680964954,Results/np1/dynamic_threshold_threshold_0p0003125/metrics_run_5.csv,Results/np1/dynamic_threshold_threshold_0p0003125/total_time_run_5.txt,Results/np1/dynamic_threshold_threshold_0p0003125/logs/run_5.out
6,53.579912629,Results/np1/dynamic_threshold_threshold_0p0003125/metrics_run_6.csv,Results/np1/dynamic_threshold_threshold_0p0003125/total_time_run_6.txt,Results/np1/dynamic_threshold_threshold_0p0003125/logs/run_6.out
7,53.606772423,Results/np1/dynamic_threshold_threshold_0p0003125/metrics_run_7.csv,Results/np1/dynamic_threshold_threshold_0p0003125/total_time_run_7.txt,Results/np1/dynamic_threshold_threshold_0p0003125/logs/run_7.out
8,53.645009856,Results/np1/dynamic_threshold_threshold_0p0003125/metrics_run_8.csv,Results/np1/dynamic_threshold_threshold_0p0003125/total_time_run_8.txt,Results/np1/dynamic_threshold_threshold_0p0003125/logs/run_8.out
9,53.837077602,Results/np1/dynamic_threshold_threshold_0p0003125/metrics_run_9.csv,Results/np1/dynamic_threshold_threshold_0p0003125/total_time_run_9.txt,Results/np1/dynamic_threshold_threshold_0p0003125/logs/run_9.out
10,53.612882636,Results/np1/dynamic_threshold_threshold_0p0003125/metrics_run_10.csv,Results/np1/dynamic_threshold_threshold_0p0003125/total_time_run_10.txt,Results/np1/dynamic_threshold_threshold_0p0003125/logs/run_10.out
