run_id,total_time_s,metrics_file,timing_file,log_file
1,55.957983832,Results/np1/static_threshold_threshold_0p1/metrics_run_1.csv,Results/np1/static_threshold_threshold_0p1/total_time_run_1.txt,Results/np1/static_threshold_threshold_0p1/logs/run_1.out
2,55.456010817,Results/np1/static_threshold_threshold_0p1/metrics_run_2.csv,Results/np1/static_threshold_threshold_0p1/total_time_run_2.txt,Results/np1/static_threshold_threshold_0p1/logs/run_2.out
3,55.886276770,Results/np1/static_threshold_threshold_0p1/metrics_run_3.csv,Results/np1/static_threshold_threshold_0p1/total_time_run_3.txt,Results/np1/static_threshold_threshold_0p1/logs/run_3.out
4,56.017684036,Results/np1/static_threshold_threshold_0p1/metrics_run_4.csv,Results/np1/static_threshold_threshold_0p1/total_time_run_4.txt,Results/np1/static_threshold_threshold_0p1/logs/run_4.out
5,55.971268268,Results/np1/static_threshold_threshold_0p1/metrics_run_5.csv,Results/np1/static_threshold_threshold_0p1/total_time_run_5.txt,Results/np1/static_threshold_threshold_0p1/logs/run_5.out
6,55.975363162,Results/np1/static_threshold_threshold_0p1/metrics_run_6.csv,Results/np1/static_threshold_threshold_0p1/total_time_run_6.txt,Results/np1/static_threshold_threshold_0p1/logs/run_6.out
7,56.016261354,Results/np1/static_threshold_threshold_0p1/metrics_run_7.csv,Results/np1/static_threshold_threshold_0p1/total_time_run_7.txt,Results/np1/static_threshold_threshold_0p1/logs/run_7.out
8,55.397020489,Results/np1/static_threshold_threshold_0p1/metrics_run_8.csv,Results/np1/static_threshold_threshold_0p1/total_time_run_8.txt,Results/np1/static_threshold_threshold_0p1/logs/run_8.out
9,56.064250997,Results/np1/static_threshold_threshold_0p1/metrics_run_9.csv,Results/np1/static_threshold_threshold_0p1/total_time_run_9.txt,Results/np1/static_threshold_threshold_0p1/logs/run_9.out
10,55.865539892,Results/np1/static_threshold_threshold_0p1/metrics_run_10.csv,Results/np1/static_threshold_threshold_0p1/total_time_run_10.txt,Results/np1/static_threshold_threshold_0p1/logs/run_10.out
