run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
10,100,threshold,rebalance,accepted by fixed threshold; diff=0.489375; threshold=0.1,17.171603002,0.000000000,0.255967993,0.089542702,17.171603002,0.000000000,0.255967993,0.089542702,0.500000000|1.000000000,0.989374995|1.000000000,0.989374995|1.000000000,0.182251072|17.171603002
10,1100,scheduled,skip,static balance already attempted,5.420559887,0.000000000,0.000000000,0.000000000,22.592162889,0.000000000,0.255967993,0.089542702,0.989374995|1.000000000,,0.989374995|1.000000000,3.062837216|5.420559887
10,2100,scheduled,skip,static balance already attempted,4.864643282,0.000000000,0.000000000,0.000000000,27.456806171,0.000000000,0.255967993,0.089542702,0.989374995|1.000000000,,0.989374995|1.000000000,3.043005952|4.864643282
10,3100,scheduled,skip,static balance already attempted,4.091700803,0.000000000,0.000000000,0.000000000,31.548506974,0.000000000,0.255967993,0.089542702,0.989374995|1.000000000,,0.989374995|1.000000000,3.099088640|4.091700803
10,4100,scheduled,skip,static balance already attempted,3.509391942,0.000000000,0.000000000,0.000000000,35.057898916,0.000000000,0.255967993,0.089542702,0.989374995|1.000000000,,0.989374995|1.000000000,3.323889728|3.509391942
10,5100,scheduled,skip,static balance already attempted,3.405923264,0.000000000,0.000000000,0.000000000,38.463822180,0.000000000,0.255967993,0.089542702,0.989374995|1.000000000,,0.989374995|1.000000000,3.405923264|3.149885123
10,6100,scheduled,skip,static balance already attempted,3.427754400,0.000000000,0.000000000,0.000000000,41.891576580,0.000000000,0.255967993,0.089542702,0.989374995|1.000000000,,0.989374995|1.000000000,3.427754400|2.915528629
10,7100,scheduled,skip,static balance already attempted,3.442384960,0.000000000,0.000000000,0.000000000,45.333961540,0.000000000,0.255967993,0.089542702,0.989374995|1.000000000,,0.989374995|1.000000000,3.442384960|2.746113332
10,8100,scheduled,skip,static balance already attempted,3.446275488,0.000000000,0.000000000,0.000000000,48.780237028,0.000000000,0.255967993,0.089542702,0.989374995|1.000000000,,0.989374995|1.000000000,3.446275488|2.620172123
10,9100,scheduled,skip,static balance already attempted,3.449849472,0.000000000,0.000000000,0.000000000,52.230086500,0.000000000,0.255967993,0.089542702,0.989374995|1.000000000,,0.989374995|1.000000000,3.449849472|2.519358380
