run_id,total_time_s,metrics_file,timing_file,log_file
1,35.891000582,Results/np2/static_threshold_threshold_0p1/metrics_run_1.csv,Results/np2/static_threshold_threshold_0p1/total_time_run_1.txt,Results/np2/static_threshold_threshold_0p1/logs/run_1.out
2,35.669730068,Results/np2/static_threshold_threshold_0p1/metrics_run_2.csv,Results/np2/static_threshold_threshold_0p1/total_time_run_2.txt,Results/np2/static_threshold_threshold_0p1/logs/run_2.out
3,36.260094132,Results/np2/static_threshold_threshold_0p1/metrics_run_3.csv,Results/np2/static_threshold_threshold_0p1/total_time_run_3.txt,Results/np2/static_threshold_threshold_0p1/logs/run_3.out
4,36.098954622,Results/np2/static_threshold_threshold_0p1/metrics_run_4.csv,Results/np2/static_threshold_threshold_0p1/total_time_run_4.txt,Results/np2/static_threshold_threshold_0p1/logs/run_4.out
5,35.710776595,Results/np2/static_threshold_threshold_0p1/metrics_run_5.csv,Results/np2/static_threshold_threshold_0p1/total_time_run_5.txt,Results/np2/static_threshold_threshold_0p1/logs/run_5.out
6,35.541483131,Results/np2/static_threshold_threshold_0p1/metrics_run_6.csv,Results/np2/static_threshold_threshold_0p1/total_time_run_6.txt,Results/np2/static_threshold_threshold_0p1/logs/run_6.out
7,35.643077158,Results/np2/static_threshold_threshold_0p1/metrics_run_7.csv,Results/np2/static_threshold_threshold_0p1/total_time_run_7.txt,Results/np2/static_threshold_threshold_0p1/logs/run_7.out
8,35.758137689,Results/np2/static_threshold_threshold_0p1/metrics_run_8.csv,Results/np2/static_threshold_threshold_0p1/total_time_run_8.txt,Results/np2/static_threshold_threshold_0p1/logs/run_8.out
9,35.690819425,Results/np2/static_threshold_threshold_0p1/metrics_run_9.csv,Results/np2/static_threshold_threshold_0p1/total_time_run_9.txt,Results/np2/static_threshold_threshold_0p1/logs/run_9.out
10,35.830145305,Results/np2/static_threshold_threshold_0p1/metrics_run_10.csv,Results/np2/static_threshold_threshold_0p1/total_time_run_10.txt,Results/np2/static_threshold_threshold_0p1/logs/run_10.out
