Max_Volume_Bytes	m_TempoPorByte	b_Latencia
1024	8.87695e-10	6.94555e-05
1500	3.00735e-09	6.7285e-05
2048	3.6323e-09	6.63476e-05
4096	7.33154e-10	7.2285e-05
8192	2.12292e-09	6.65925e-05
16384	1.06567e-09	7.52535e-05
32768	1.38327e-09	7.005e-05
65536	8.33374e-10	8.8069e-05
131072	1.02465e-09	7.55335e-05
262144	6.07174e-10	0.000130253
524288	7.01752e-10	0.00010546
1048576	6.91362e-10	0.000110907
4194304	4.15006e-10	0.000400688
16777216	4.7618e-10	0.000144105
