run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
2,100,profiled,rebalance,adaptive decision accepted; remaining_iterations=9900; gain_total=100.952; migration_cost=0.0219664; max_migrated_bytes=1360000; T_comp_int_per_iter=0.0103877; T_comp_bal_per_iter=0.000190585,10.387729458,9.278313261,0.361206671,0.151504254,10.387729458,9.278313261,0.361206671,0.151504254,0.250000000|0.500000000|0.750000000|1.000000000,0.497500002|0.505312502|0.995625019|1.000000000,0.497500002|0.505312502|0.995625019|1.000000000,0.092560448|6.098716794|0.093931168|10.387729458
2,1100,profiled,rebalance,adaptive decision accepted; remaining_iterations=8900; gain_total=7.63274; migration_cost=0.0245507; max_migrated_bytes=1520000; T_comp_int_per_iter=0.00245044; T_comp_bal_per_iter=0.00159283,2.450436048,1.888566513,0.044118800,0.034467735,12.838165506,11.166879774,0.405325471,0.185971989,0.497500002|0.505312502|0.995625019|1.000000000,0.493124992|0.499374986|0.997187495|1.000000000,0.493124992|0.499374986|0.997187495|1.000000000,1.606225312|1.974027768|1.568827648|2.450436048
2,2100,profiled,skip,adaptive decision rejected; remaining_iterations=7900; gain_total=0; migration_cost=0.00505901; max_migrated_bytes=320000; T_comp_int_per_iter=0.00157178; T_comp_bal_per_iter=0.00158082,1.571780640,1.828353955,0.009719798,0.000000000,14.409946146,12.995233729,0.415045269,0.185971989,0.493124992|0.499374986|0.997187495|1.000000000,0.493437499|0.500625014|0.997187495|1.000000000,0.493124992|0.499374986|0.997187495|1.000000000,1.565765728|1.374625839|1.571780640|1.492724237
2,3100,profiled,skip,adaptive decision rejected; remaining_iterations=6900; gain_total=0; migration_cost=0.00505901; max_migrated_bytes=320000; T_comp_int_per_iter=0.00157199; T_comp_bal_per_iter=0.00159362,1.571987392,1.861288562,0.009575708,0.000000000,15.981933538,14.856522291,0.424620977,0.185971989,0.493124992|0.499374986|0.997187495|1.000000000,0.493124992|0.500625014|0.996562481|1.000000000,0.493124992|0.499374986|0.997187495|1.000000000,1.565587648|1.328019148|1.571987392|1.278610993
2,4100,profiled,rebalance,adaptive decision accepted; remaining_iterations=5900; gain_total=0.0242035; migration_cost=0.00348191; max_migrated_bytes=240000; T_comp_int_per_iter=0.00157174; T_comp_bal_per_iter=0.00156764,1.571738464,1.836709881,0.013933179,0.004465194,17.553672002,16.693232172,0.438554156,0.190437183,0.493124992|0.499374986|0.997187495|1.000000000,0.492812514|0.500312507|0.995937526|1.000000000,0.492812514|0.500312507|0.995937526|1.000000000,1.565449600|1.306363475|1.571738464|1.052978995
2,5100,profiled,skip,adaptive decision rejected; remaining_iterations=4900; gain_total=0; migration_cost=0.01809; max_migrated_bytes=1120000; T_comp_int_per_iter=0.00156564; T_comp_bal_per_iter=0.00159622,1.565642624,1.846942483,0.009563136,0.000000000,19.119314626,18.540174655,0.448117292,0.190437183,0.492812514|0.500312507|0.995937526|1.000000000,0.496874988|0.504687488|0.995000005|1.000000000,0.492812514|0.500312507|0.995937526|1.000000000,1.536479680|1.519600462|1.565642624|1.296927184
2,6100,profiled,skip,adaptive decision rejected; remaining_iterations=3900; gain_total=0; migration_cost=0.0176426; max_migrated_bytes=1040000; T_comp_int_per_iter=0.00156602; T_comp_bal_per_iter=0.00159034,1.566015264,1.848332334,0.009686900,0.000000000,20.685329890,20.388506989,0.457804192,0.190437183,0.492812514|0.500312507|0.995937526|1.000000000,0.496874988|0.504374981|0.994687498|1.000000000,0.492812514|0.500312507|0.995937526|1.000000000,1.536737568|1.506588308|1.566015264|1.216139520
2,7100,profiled,skip,adaptive decision rejected; remaining_iterations=2900; gain_total=0; migration_cost=0.0176426; max_migrated_bytes=1040000; T_comp_int_per_iter=0.00156578; T_comp_bal_per_iter=0.00157006,1.565782400,1.864788523,0.009799281,0.000000000,22.251112290,22.253295512,0.467603473,0.190437183,0.492812514|0.500312507|0.995937526|1.000000000,0.496562511|0.504374981|0.994687498|1.000000000,0.492812514|0.500312507|0.995937526|1.000000000,1.537538368|1.507259478|1.565782400|1.157490869
2,8100,profiled,skip,adaptive decision rejected; remaining_iterations=1900; gain_total=0.00724643; migration_cost=0.0176426; max_migrated_bytes=1040000; T_comp_int_per_iter=0.00156594; T_comp_bal_per_iter=0.00156213,1.565943456,1.842928135,0.009712127,0.000000000,23.817055746,24.096223647,0.477315600,0.190437183,0.492812514|0.500312507|0.995937526|1.000000000,0.496562511|0.504374981|0.994374990|1.000000000,0.492812514|0.500312507|0.995937526|1.000000000,1.536405472|1.499644365|1.565943456|1.118361164
2,9100,profiled,skip,adaptive decision rejected; remaining_iterations=900; gain_total=0.00167972; migration_cost=0.0176426; max_migrated_bytes=1040000; T_comp_int_per_iter=0.00156651; T_comp_bal_per_iter=0.00156464,1.566507616,1.860324610,0.009998824,0.000000000,25.383563362,25.956548257,0.487314424,0.190437183,0.492812514|0.500312507|0.995937526|1.000000000,0.496562511|0.504374981|0.994374990|1.000000000,0.492812514|0.500312507|0.995937526|1.000000000,1.536691072|1.502055613|1.566507616|1.124344567
