run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
4,100,profiled,rebalance,adaptive decision accepted; remaining_iterations=9900; gain_total=100.948; migration_cost=0.0258429; max_migrated_bytes=1600000; T_comp_int_per_iter=0.0103825; T_comp_bal_per_iter=0.000185661,10.382459062,9.368570337,0.357601479,0.147039738,10.382459062,9.368570337,0.357601479,0.147039738,0.250000000|0.500000000|0.750000000|1.000000000,0.498750001|0.506250024|0.995625019|1.000000000,0.498750001|0.506250024|0.995625019|1.000000000,0.093046752|6.104938016|0.094845760|10.382459062
4,1100,profiled,rebalance,adaptive decision accepted; remaining_iterations=8900; gain_total=7.37937; migration_cost=0.0219664; max_migrated_bytes=1360000; T_comp_int_per_iter=0.00242347; T_comp_bal_per_iter=0.00159433,2.423468766,1.901087996,0.039664323,0.029825907,12.805927828,11.269658333,0.397265802,0.176865645,0.498750001|0.506250024|0.995625019|1.000000000,0.494687498|0.500937521|0.997187495|1.000000000,0.494687498|0.500937521|0.997187495|1.000000000,1.602047328|1.913191636|1.566811552|2.423468766
4,2100,profiled,rebalance,adaptive decision accepted; remaining_iterations=7900; gain_total=0.0963921; migration_cost=0.0149283; max_migrated_bytes=880000; T_comp_int_per_iter=0.00158963; T_comp_bal_per_iter=0.00157743,1.589627040,1.888948628,0.030278269,0.020665713,14.395554868,13.158606961,0.427544071,0.197531358,0.494687498|0.500937521|0.997187495|1.000000000,0.490624994|0.497500002|0.997187495|1.000000000,0.490624994|0.497500002|0.997187495|1.000000000,1.589627040|1.400377731|1.566573920|1.507957115
4,3100,profiled,rebalance,adaptive decision accepted; remaining_iterations=6900; gain_total=0.0216084; migration_cost=0.0135712; max_migrated_bytes=800000; T_comp_int_per_iter=0.00157834; T_comp_bal_per_iter=0.00157521,1.578344288,1.860549269,0.026040503,0.016184411,15.973899156,15.019156230,0.453584574,0.213715769,0.490624994|0.497500002|0.997187495|1.000000000,0.493124992|0.500625014|0.996562481|1.000000000,0.493124992|0.500625014|0.996562481|1.000000000,1.557877920|1.443944918|1.578344288|1.277248839
4,4100,profiled,skip,adaptive decision rejected; remaining_iterations=5900; gain_total=0; migration_cost=0.0014425; max_migrated_bytes=80000; T_comp_int_per_iter=0.00156637; T_comp_bal_per_iter=0.00160323,1.566372800,1.819334152,0.009811808,0.000000000,17.540271956,16.838490382,0.463396382,0.213715769,0.493124992|0.500625014|0.996562481|1.000000000,0.492500007|0.500312507|0.995625019|1.000000000,0.493124992|0.500625014|0.996562481|1.000000000,1.565865408|1.539096180|1.566372800|1.217489156
4,5100,profiled,skip,adaptive decision rejected; remaining_iterations=4900; gain_total=0; migration_cost=0.0014425; max_migrated_bytes=80000; T_comp_int_per_iter=0.00156675; T_comp_bal_per_iter=0.00161334,1.566749760,1.843303923,0.010203828,0.000000000,19.107021716,18.681794305,0.473600210,0.213715769,0.493124992|0.500625014|0.996562481|1.000000000,0.492500007|0.500312507|0.995000005|1.000000000,0.493124992|0.500625014|0.996562481|1.000000000,1.565609984|1.518769094|1.566749760|1.109170757
4,6100,profiled,skip,adaptive decision rejected; remaining_iterations=3900; gain_total=0; migration_cost=0.00251015; max_migrated_bytes=160000; T_comp_int_per_iter=0.00156695; T_comp_bal_per_iter=0.00157059,1.566948736,1.836095259,0.010830304,0.000000000,20.673970452,20.517889564,0.484430514,0.213715769,0.493124992|0.500625014|0.996562481|1.000000000,0.492187500|0.500000000|0.995000005|1.000000000,0.493124992|0.500625014|0.996562481|1.000000000,1.565779584|1.507769927|1.566948736|1.049642872
4,7100,profiled,rebalance,adaptive decision accepted; remaining_iterations=2900; gain_total=0.00804485; migration_cost=0.00251015; max_migrated_bytes=160000; T_comp_int_per_iter=0.00156732; T_comp_bal_per_iter=0.00156455,1.567320736,1.826834964,0.014081561,0.003958541,22.241291188,22.344724528,0.498512075,0.217674310,0.493124992|0.500625014|0.996562481|1.000000000,0.492187500|0.500000000|0.994687498|1.000000000,0.492187500|0.500000000|0.994687498|1.000000000,1.565697024|1.501964785|1.567320736|1.008511630
4,8100,profiled,skip,adaptive decision rejected; remaining_iterations=1900; gain_total=0; migration_cost=0.0122141; max_migrated_bytes=720000; T_comp_int_per_iter=0.00158299; T_comp_bal_per_iter=0.00159169,1.582993536,1.807850934,0.009648798,0.000000000,23.824284724,24.152575462,0.508160873,0.217674310,0.492187500|0.500000000|0.994687498|1.000000000,0.495000005|0.502812505|0.994062483|1.000000000,0.492187500|0.500000000|0.994687498|1.000000000,1.563275328|1.560991659|1.582993536|1.424145125
4,9100,profiled,skip,adaptive decision rejected; remaining_iterations=900; gain_total=0.0018744; migration_cost=0.010857; max_migrated_bytes=640000; T_comp_int_per_iter=0.00158229; T_comp_bal_per_iter=0.00158021,1.582294176,1.808690829,0.009607033,0.000000000,25.406578900,25.961266291,0.517767906,0.217674310,0.492187500|0.500000000|0.994687498|1.000000000,0.494687498|0.502499998|0.993749976|1.000000000,0.492187500|0.500000000|0.994687498|1.000000000,1.563089440|1.560557117|1.582294176|1.343179786
