run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
6,100,profiled,rebalance,adaptive decision accepted; remaining_iterations=9900; gain_total=101.804; migration_cost=0.01809; max_migrated_bytes=1120000; T_comp_int_per_iter=0.0104676; T_comp_bal_per_iter=0.000184381,10.467648195,9.422871880,0.362183004,0.146849544,10.467648195,9.422871880,0.362183004,0.146849544,0.250000000|0.500000000|0.750000000|1.000000000,0.496874988|0.504374981|0.995625019|1.000000000,0.496874988|0.504374981|0.995625019|1.000000000,0.092770144|6.108117780|0.093792192|10.467648195
6,1100,profiled,rebalance,adaptive decision accepted; remaining_iterations=8900; gain_total=7.59729; migration_cost=0.0206743; max_migrated_bytes=1280000; T_comp_int_per_iter=0.00244308; T_comp_bal_per_iter=0.00158945,2.443078245,1.824899798,0.031461530,0.020000497,12.910726440,11.247771678,0.393644534,0.166850041,0.496874988|0.504374981|0.995625019|1.000000000,0.493124992|0.499374986|0.997187495|1.000000000,0.493124992|0.499374986|0.997187495|1.000000000,1.601537632|1.906970576|1.568182336|2.443078245
6,2100,profiled,skip,adaptive decision rejected; remaining_iterations=7900; gain_total=0; migration_cost=0.00505901; max_migrated_bytes=320000; T_comp_int_per_iter=0.00157165; T_comp_bal_per_iter=0.00158811,1.571649664,1.836925131,0.012188922,0.000000000,14.482376104,13.084696809,0.405833456,0.166850041,0.493124992|0.499374986|0.997187495|1.000000000,0.493437499|0.500625014|0.997187495|1.000000000,0.493124992|0.499374986|0.997187495|1.000000000,1.566015808|1.380968297|1.571649664|1.498249127
6,3100,profiled,skip,adaptive decision rejected; remaining_iterations=6900; gain_total=0; migration_cost=0.00505901; max_migrated_bytes=320000; T_comp_int_per_iter=0.00157235; T_comp_bal_per_iter=0.00157371,1.572345824,1.845116572,0.010039974,0.000000000,16.054721928,14.929813381,0.415873430,0.166850041,0.493124992|0.499374986|0.997187495|1.000000000,0.493437499|0.500625014|0.996562481|1.000000000,0.493124992|0.499374986|0.997187495|1.000000000,1.565647360|1.329696209|1.572345824|1.287580119
6,4100,profiled,rebalance,adaptive decision accepted; remaining_iterations=5900; gain_total=0.0180641; migration_cost=0.00348191; max_migrated_bytes=240000; T_comp_int_per_iter=0.00157237; T_comp_bal_per_iter=0.00156931,1.572370912,1.836169863,0.014914272,0.005147377,17.627092840,16.765983244,0.430787702,0.171997418,0.493124992|0.499374986|0.997187495|1.000000000,0.492812514|0.500312507|0.995937526|1.000000000,0.492812514|0.500312507|0.995937526|1.000000000,1.565686624|1.307757673|1.572370912|1.050770000
6,5100,profiled,skip,adaptive decision rejected; remaining_iterations=4900; gain_total=0; migration_cost=0.01809; max_migrated_bytes=1120000; T_comp_int_per_iter=0.00156531; T_comp_bal_per_iter=0.00158958,1.565308320,1.857304291,0.009634824,0.000000000,19.192401160,18.623287535,0.440422526,0.171997418,0.492812514|0.500312507|0.995937526|1.000000000,0.496874988|0.504687488|0.995000005|1.000000000,0.492812514|0.500312507|0.995937526|1.000000000,1.536648736|1.523006797|1.565308320|1.291536386
6,6100,profiled,skip,adaptive decision rejected; remaining_iterations=3900; gain_total=0; migration_cost=0.0176426; max_migrated_bytes=1040000; T_comp_int_per_iter=0.00156549; T_comp_bal_per_iter=0.00158163,1.565491488,1.832075015,0.009875846,0.000000000,20.757892648,20.455362550,0.450298372,0.171997418,0.492812514|0.500312507|0.995937526|1.000000000,0.496874988|0.504374981|0.994687498|1.000000000,0.492812514|0.500312507|0.995937526|1.000000000,1.536543520|1.510753333|1.565491488|1.209482832
6,7100,profiled,rebalance,adaptive decision accepted; remaining_iterations=2900; gain_total=0.0486968; migration_cost=0.0176426; max_migrated_bytes=1040000; T_comp_int_per_iter=0.00156659; T_comp_bal_per_iter=0.0015498,1.566593856,1.810547196,0.026047472,0.016416839,22.324486504,22.265909746,0.476345844,0.188414257,0.492812514|0.500312507|0.995937526|1.000000000,0.496874988|0.504374981|0.994687498|1.000000000,0.496874988|0.504374981|0.994687498|1.000000000,1.536694944|1.504629303|1.566593856|1.155868306
6,8100,profiled,skip,adaptive decision rejected; remaining_iterations=1900; gain_total=0.00128535; migration_cost=0.0193822; max_migrated_bytes=1200000; T_comp_int_per_iter=0.00157774; T_comp_bal_per_iter=0.00157706,1.577735616,1.818312892,0.009520144,0.000000000,23.902222120,24.084222638,0.485865988,0.188414257,0.496874988|0.504374981|0.994687498|1.000000000,0.492187500|0.499687493|0.994062483|1.000000000,0.496874988|0.504374981|0.994687498|1.000000000,1.577735616|1.503776028|1.549800384|1.411052893
6,9100,profiled,skip,adaptive decision rejected; remaining_iterations=900; gain_total=0.00348357; migration_cost=0.0193822; max_migrated_bytes=1200000; T_comp_int_per_iter=0.00157765; T_comp_bal_per_iter=0.00157378,1.577653856,1.823283250,0.009547033,0.000000000,25.479875976,25.907505888,0.495413021,0.188414257,0.496874988|0.504374981|0.994687498|1.000000000,0.491874993|0.499687493|0.993749976|1.000000000,0.496874988|0.504374981|0.994687498|1.000000000,1.577653856|1.503457095|1.549066880|1.337715739
