run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
5,100,profiled,rebalance,adaptive decision accepted; remaining_iterations=9900; gain_total=101.344; migration_cost=0.027135; max_migrated_bytes=1680000; T_comp_int_per_iter=0.0104222; T_comp_bal_per_iter=0.000185474,10.422214420,9.351766701,0.377243323,0.161615717,10.422214420,9.351766701,0.377243323,0.161615717,0.250000000|0.500000000|0.750000000|1.000000000,0.499062508|0.506562471|0.995625019|1.000000000,0.499062508|0.506562471|0.995625019|1.000000000,0.092865824|6.099670935|0.094811168|10.422214420
5,1100,profiled,rebalance,adaptive decision accepted; remaining_iterations=8900; gain_total=7.33003; migration_cost=0.0258429; max_migrated_bytes=1600000; T_comp_int_per_iter=0.00241924; T_comp_bal_per_iter=0.00159564,2.419241752,1.847897785,0.043249702,0.033537012,12.841456172,11.199664486,0.420493025,0.195152729,0.499062508|0.506562471|0.995625019|1.000000000,0.494062513|0.500312507|0.997187495|1.000000000,0.494062513|0.500312507|0.997187495|1.000000000,1.611693888|1.912872744|1.570553600|2.419241752
5,2100,profiled,skip,adaptive decision rejected; remaining_iterations=7900; gain_total=0; migration_cost=0.0014425; max_migrated_bytes=80000; T_comp_int_per_iter=0.00156941; T_comp_bal_per_iter=0.00158555,1.569405376,1.862279214,0.010459511,0.000000000,14.410861548,13.061943700,0.430952536,0.195152729,0.494062513|0.500312507|0.997187495|1.000000000,0.493437499|0.500625014|0.997187495|1.000000000,0.494062513|0.500312507|0.997187495|1.000000000,1.569405376|1.378741889|1.569360384|1.512695879
5,3100,profiled,skip,adaptive decision rejected; remaining_iterations=6900; gain_total=0; migration_cost=0.00251015; max_migrated_bytes=160000; T_comp_int_per_iter=0.0015694; T_comp_bal_per_iter=0.00158924,1.569395488,1.840337398,0.010097523,0.000000000,15.980257036,14.902281098,0.441050059,0.195152729,0.494062513|0.500312507|0.997187495|1.000000000,0.493437499|0.500937521|0.996562481|1.000000000,0.494062513|0.500312507|0.997187495|1.000000000,1.567915616|1.324365372|1.569395488|1.269084599
5,4100,profiled,rebalance,adaptive decision accepted; remaining_iterations=5900; gain_total=0.0278936; migration_cost=0.0014425; max_migrated_bytes=80000; T_comp_int_per_iter=0.00156981; T_comp_bal_per_iter=0.00156509,1.569813696,1.839201348,0.012583736,0.002110536,17.550070732,16.741482446,0.453633795,0.197263265,0.494062513|0.500312507|0.997187495|1.000000000,0.493124992|0.500625014|0.995937526|1.000000000,0.493124992|0.500625014|0.995937526|1.000000000,1.568061408|1.303520042|1.569813696|1.058377868
5,5100,profiled,skip,adaptive decision rejected; remaining_iterations=4900; gain_total=0; migration_cost=0.0014425; max_migrated_bytes=80000; T_comp_int_per_iter=0.0015652; T_comp_bal_per_iter=0.00157768,1.565199328,1.789153861,0.009740982,0.000000000,19.115270060,18.530636307,0.463374777,0.197263265,0.493124992|0.500625014|0.995937526|1.000000000,0.492500007|0.500312507|0.995312512|1.000000000,0.493124992|0.500625014|0.995937526|1.000000000,1.565199328|1.514577092|1.564853504|1.316716838
5,6100,profiled,skip,adaptive decision rejected; remaining_iterations=3900; gain_total=0; migration_cost=0.0014425; max_migrated_bytes=80000; T_comp_int_per_iter=0.00156542; T_comp_bal_per_iter=0.00158492,1.565424544,1.868299407,0.009549128,0.000000000,20.680694604,20.398935714,0.472923905,0.197263265,0.493124992|0.500625014|0.995937526|1.000000000,0.492500007|0.500312507|0.994687498|1.000000000,0.493124992|0.500625014|0.995937526|1.000000000,1.565372224|1.502604974|1.565424544|1.212001413
5,7100,profiled,rebalance,adaptive decision accepted; remaining_iterations=2900; gain_total=0.00474593; migration_cost=0.00251015; max_migrated_bytes=160000; T_comp_int_per_iter=0.00156539; T_comp_bal_per_iter=0.00156376,1.565392000,1.844149421,0.014416582,0.004463352,22.246086604,22.243085135,0.487340487,0.201726617,0.493124992|0.500625014|0.995937526|1.000000000,0.492187500|0.500000000|0.994687498|1.000000000,0.492187500|0.500000000|0.994687498|1.000000000,1.565392000|1.501205252|1.565277920|1.192551394
5,8100,profiled,rebalance,adaptive decision accepted; remaining_iterations=1900; gain_total=0.0194758; migration_cost=0.0122141; max_migrated_bytes=720000; T_comp_int_per_iter=0.00158285; T_comp_bal_per_iter=0.0015726,1.582845824,1.810315423,0.021250349,0.011857315,23.828932428,24.053400558,0.508590836,0.213583932,0.492187500|0.500000000|0.994687498|1.000000000,0.495000005|0.502812505|0.994062483|1.000000000,0.495000005|0.502812505|0.994062483|1.000000000,1.563101760|1.568015264|1.582845824|1.407059048
5,9100,profiled,skip,adaptive decision rejected; remaining_iterations=900; gain_total=0.0089255; migration_cost=0.0135712; max_migrated_bytes=800000; T_comp_int_per_iter=0.00157089; T_comp_bal_per_iter=0.00156097,1.570888000,1.813631861,0.009438849,0.000000000,25.399820428,25.867032419,0.518029685,0.213583932,0.495000005|0.502812505|0.994062483|1.000000000,0.491874993|0.499687493|0.993749976|1.000000000,0.495000005|0.502812505|0.994062483|1.000000000,1.570888000|1.557601498|1.552024736|1.479040475
