run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
9,100,threshold,rebalance,accepted by fixed threshold; diff=0.489375; threshold=0.01,17.275816086,0.000000000,0.256382715,0.089523634,17.275816086,0.000000000,0.256382715,0.089523634,0.500000000|1.000000000,0.989374995|1.000000000,0.989374995|1.000000000,0.182812128|17.275816086
9,1100,threshold,skip,load difference below fixed threshold; diff=0.00468749; threshold=0.01,5.424779632,0.000000000,0.010062152,0.000000000,22.700595718,0.000000000,0.266444867,0.089523634,0.989374995|1.000000000,0.994062483|1.000000000,0.989374995|1.000000000,3.066543008|5.424779632
9,2100,threshold,skip,load difference below fixed threshold; diff=0.00406253; threshold=0.01,4.867505586,0.000000000,0.009839778,0.000000000,27.568101304,0.000000000,0.276284645,0.089523634,0.989374995|1.000000000,0.993437529|1.000000000,0.989374995|1.000000000,3.042629088|4.867505586
9,3100,threshold,skip,load difference below fixed threshold; diff=0.0028125; threshold=0.01,4.124651337,0.000000000,0.009427786,0.000000000,31.692752641,0.000000000,0.285712431,0.089523634,0.989374995|1.000000000,0.992187500|1.000000000,0.989374995|1.000000000,3.080615840|4.124651337
9,4100,threshold,skip,load difference below fixed threshold; diff=0.000625014; threshold=0.01,3.490418841,0.000000000,0.008272683,0.000000000,35.183171482,0.000000000,0.293985114,0.089523634,0.989374995|1.000000000,0.990000010|1.000000000,0.989374995|1.000000000,3.314279392|3.490418841
9,5100,threshold,skip,load difference below fixed threshold; diff=0.000937521; threshold=0.01,3.404725536,0.000000000,0.008244537,0.000000000,38.587897018,0.000000000,0.302229651,0.089523634,0.989374995|1.000000000,0.988437474|1.000000000,0.989374995|1.000000000,3.404725536|3.158447912
9,6100,threshold,skip,load difference below fixed threshold; diff=0.00187498; threshold=0.01,3.424478624,0.000000000,0.008258575,0.000000000,42.012375642,0.000000000,0.310488226,0.089523634,0.989374995|1.000000000,0.987500012|1.000000000,0.989374995|1.000000000,3.424478624|2.920650265
9,7100,threshold,skip,load difference below fixed threshold; diff=0.0025; threshold=0.01,3.428559648,0.000000000,0.008237204,0.000000000,45.440935290,0.000000000,0.318725430,0.089523634,0.989374995|1.000000000,0.986874998|1.000000000,0.989374995|1.000000000,3.428559648|2.751204078
9,8100,threshold,skip,load difference below fixed threshold; diff=0.00312501; threshold=0.01,3.439320032,0.000000000,0.008212271,0.000000000,48.880255322,0.000000000,0.326937701,0.089523634,0.989374995|1.000000000,0.986249983|1.000000000,0.989374995|1.000000000,3.439320032|2.628012018
9,9100,threshold,skip,load difference below fixed threshold; diff=0.00374997; threshold=0.01,3.450816640,0.000000000,0.008285604,0.000000000,52.331071962,0.000000000,0.335223305,0.089523634,0.989374995|1.000000000,0.985625029|1.000000000,0.989374995|1.000000000,3.450816640|2.527135097
