run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
1,100,threshold,rebalance,accepted by fixed threshold; diff=0.489688; threshold=0.01,17.214207010,0.000000000,0.255937902,0.089459592,17.214207010,0.000000000,0.255937902,0.089459592,0.500000000|1.000000000,0.989687502|1.000000000,0.989687502|1.000000000,0.182014560|17.214207010
1,1100,threshold,skip,load difference below fixed threshold; diff=0.00437498; threshold=0.01,5.248364193,0.000000000,0.009967937,0.000000000,22.462571203,0.000000000,0.265905839,0.089459592,0.989687502|1.000000000,0.994062483|1.000000000,0.989687502|1.000000000,3.060728512|5.248364193
1,2100,threshold,skip,load difference below fixed threshold; diff=0.00343752; threshold=0.01,4.683906656,0.000000000,0.010211334,0.000000000,27.146477859,0.000000000,0.276117173,0.089459592,0.989687502|1.000000000,0.993125021|1.000000000,0.989687502|1.000000000,3.043796704|4.683906656
1,3100,threshold,skip,load difference below fixed threshold; diff=0.00218749; threshold=0.01,3.994862228,0.000000000,0.009373450,0.000000000,31.141340087,0.000000000,0.285490623,0.089459592,0.989687502|1.000000000,0.991874993|1.000000000,0.989687502|1.000000000,3.121119712|3.994862228
1,4100,threshold,skip,new partition identical,3.366130027,0.000000000,0.008120220,0.000000000,34.507470114,0.000000000,0.293610843,0.089459592,0.989687502|1.000000000,0.989687502|1.000000000,0.989687502|1.000000000,3.362519904|3.366130027
1,5100,threshold,skip,load difference below fixed threshold; diff=0.00125003; threshold=0.01,3.416661536,0.000000000,0.008272614,0.000000000,37.924131650,0.000000000,0.301883457,0.089459592,0.989687502|1.000000000,0.988437474|1.000000000,0.989687502|1.000000000,3.416661536|3.041354102
1,6100,threshold,skip,load difference below fixed threshold; diff=0.00218749; threshold=0.01,3.427628160,0.000000000,0.008186081,0.000000000,41.351759810,0.000000000,0.310069538,0.089459592,0.989687502|1.000000000,0.987500012|1.000000000,0.989687502|1.000000000,3.427628160|2.814980207
1,7100,threshold,skip,load difference below fixed threshold; diff=0.00312501; threshold=0.01,3.440497152,0.000000000,0.008253059,0.000000000,44.792256962,0.000000000,0.318322597,0.089459592,0.989687502|1.000000000,0.986562490|1.000000000,0.989687502|1.000000000,3.440497152|2.650408705
1,8100,threshold,skip,load difference below fixed threshold; diff=0.00375003; threshold=0.01,3.450935840,0.000000000,0.008212970,0.000000000,48.243192802,0.000000000,0.326535567,0.089459592,0.989687502|1.000000000,0.985937476|1.000000000,0.989687502|1.000000000,3.450935840|2.535488084
1,9100,threshold,skip,load difference below fixed threshold; diff=0.00406247; threshold=0.01,3.453440928,0.000000000,0.008164988,0.000000000,51.696633730,0.000000000,0.334700555,0.089459592,0.989687502|1.000000000,0.985625029|1.000000000,0.989687502|1.000000000,3.453440928|2.440664731
