run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
6,100,threshold,rebalance,accepted by fixed threshold; diff=0.247267; threshold=0.1,5.460262527,5.372497885,0.319479735,0.100039925,5.460262527,5.372497885,0.319479735,0.100039925,0.125000000|0.250000000|0.375000000|0.500000000|0.625000000|0.750000000|0.875000000|1.000000000,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.048824928|3.023227850|0.048007520|3.056290952|0.049185600|4.293429119|0.048954592|5.460262527
6,1100,threshold,skip,load difference below fixed threshold; diff=0.00394048; threshold=0.1,1.444166713,4.263201445,0.016168903,0.000000000,6.904429240,9.635699330,0.335648638,0.100039925,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.246875003|0.250937492|0.498750001|0.501874983|0.749062479|0.750937521|0.998437524|1.000000000,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.936137120|0.979029882|0.949785728|1.087759481|0.929782720|1.444166713|0.931374880|1.362320110
6,2100,threshold,skip,load difference below fixed threshold; diff=0.00400197; threshold=0.1,1.267276673,4.290679144,0.017064614,0.000000000,8.171705913,13.926378474,0.352713252,0.100039925,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.246562496|0.250625014|0.498124987|0.502187490|0.748749971|0.751250029|0.998437524|1.000000000,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.935696480|0.950190284|0.948951520|0.931479101|0.929764928|1.060378859|0.931490592|1.267276673
6,3100,threshold,skip,load difference below fixed threshold; diff=0.00479053; threshold=0.1,1.039149197,4.348942428,0.017030113,0.000000000,9.210855110,18.275320902,0.369743365,0.100039925,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.246562496|0.250625014|0.497812510|0.501562476|0.748125017|0.750937521|0.998125017|1.000000000,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.935017056|0.934828612|0.949061312|0.907256154|0.929570016|0.891016308|0.931157184|1.039149197
6,4100,threshold,skip,load difference below fixed threshold; diff=0.00536734; threshold=0.1,0.949119040,4.372801332,0.016019862,0.000000000,10.159974150,22.648122234,0.385763227,0.100039925,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.246250004|0.250312507|0.497500002|0.501250029|0.747500002|0.750937521|0.997500002|1.000000000,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.935400256|0.936397911|0.949119040|0.894351401|0.929721504|0.816524217|0.931330304|0.855448448
6,5100,threshold,skip,load difference below fixed threshold; diff=0.00615553; threshold=0.1,0.951304352,4.407672954,0.015588663,0.000000000,11.111278502,27.055795188,0.401351890,0.100039925,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.246250004|0.250312507|0.496874988|0.500937521|0.747187495|0.750625014|0.997500002|1.000000000,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.935364512|0.934421077|0.951304352|0.889658361|0.929527808|0.787442849|0.931343424|0.772519342
6,6100,threshold,skip,load difference below fixed threshold; diff=0.00617928; threshold=0.1,0.948928928,4.429301616,0.018076331,0.000000000,12.060207430,31.485096804,0.419428221,0.100039925,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.246250004|0.250312507|0.496874988|0.500937521|0.747187495|0.750625014|0.997187495|1.000000000,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.935032704|0.941956653|0.948928928|0.877869970|0.928623808|0.763038034|0.931300608|0.726882370
6,7100,threshold,skip,load difference below fixed threshold; diff=0.00631219; threshold=0.1,0.948900384,4.378309061,0.014620386,0.000000000,13.009107814,35.863405865,0.434048607,0.100039925,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.245937496|0.250000000|0.496874988|0.500937521|0.746874988|0.750625014|0.997187495|1.000000000,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.935153920|0.935127126|0.948900384|0.882465043|0.929194112|0.742805494|0.931027552|0.698372728
6,8100,threshold,skip,load difference below fixed threshold; diff=0.00642718; threshold=0.1,0.949038112,4.408813729,0.016444286,0.000000000,13.958145926,40.272219594,0.450492893,0.100039925,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.246250004|0.250000000|0.496874988|0.500937521|0.746874988|0.750312507|0.996874988|1.000000000,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.934971104|0.937330084|0.949038112|0.877350643|0.929591520|0.730331680|0.931174048|0.662529257
6,9100,threshold,skip,load difference below fixed threshold; diff=0.00674595; threshold=0.1,0.948929600,4.328908539,0.015540123,0.000000000,14.907075526,44.601128133,0.466033016,0.100039925,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.245937496|0.250000000|0.496874988|0.500625014|0.746562481|0.750312507|0.996874988|1.000000000,0.246250004|0.250312507|0.500937521|0.504687488|0.749374986|0.752187490|0.997812510|1.000000000,0.935155136|0.938280692|0.948929600|0.871961720|0.929528992|0.717028905|0.930890528|0.642700184
