run_id,iteration,policy,action,reason,T_compute_interval_s,T_comm_interval_s,T_balance_total_s,T_rebalance_apply_s,T_compute_accum_s,T_comm_accum_s,T_balance_accum_s,T_rebalance_apply_accum_s,old_loads,proposed_loads,current_loads,device_times
4,100,threshold,rebalance,accepted by fixed threshold; diff=0.251677; threshold=0.1,5.460624475,5.332230011,0.338390404,0.120890511,5.460624475,5.332230011,0.338390404,0.120890511,0.125000000|0.250000000|0.375000000|0.500000000|0.625000000|0.750000000|0.875000000|1.000000000,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.048847872|3.022920681|0.048055680|3.057370982|0.049119712|4.286755495|0.050183648|5.460624475
4,1100,threshold,skip,load difference below fixed threshold; diff=0.0102317; threshold=0.1,1.464446248,4.246250293,0.016866964,0.000000000,6.925070723,9.578480304,0.355257368,0.120890511,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.247500002|0.251249999|0.498750001|0.502187490|0.749062479|0.750937521|0.998437524|1.000000000,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.941072128|0.982403792|0.954404672|1.156482144|0.936255424|1.464446248|0.915499168|1.370125869
4,2100,threshold,skip,load difference below fixed threshold; diff=0.0107347; threshold=0.1,1.246523766,4.281931162,0.015730162,0.000000000,8.171594489,13.860411466,0.370987530,0.120890511,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.246875003|0.250937492|0.498124987|0.501874983|0.748749971|0.751250029|0.998437524|1.000000000,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.941081408|0.954389267|0.953322272|0.997022609|0.935386912|1.059117209|0.914856192|1.246523766
4,3100,threshold,skip,load difference below fixed threshold; diff=0.0111803; threshold=0.1,1.041209779,4.295837002,0.017050158,0.000000000,9.212804268,18.156248468,0.388037688,0.120890511,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.246875003|0.250937492|0.497812510|0.501874983|0.748125017|0.751250029|0.998125017|1.000000000,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.940289024|0.931670372|0.953302560|0.962868640|0.935581120|0.867080030|0.915106432|1.041209779
4,4100,threshold,skip,load difference below fixed threshold; diff=0.0118585; threshold=0.1,0.953046560,4.351896158,0.015072748,0.000000000,10.165850828,22.508144626,0.403110436,0.120890511,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.246562496|0.250625014|0.497500002|0.501562476|0.747812510|0.750937521|0.997500002|1.000000000,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.940800160|0.932232824|0.953046560|0.952019635|0.936140704|0.815115235|0.915218976|0.856762824
4,5100,threshold,skip,load difference below fixed threshold; diff=0.0121755; threshold=0.1,0.953082784,4.375434012,0.016101861,0.000000000,11.118933612,26.883578638,0.419212297,0.120890511,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.246562496|0.250625014|0.497500002|0.501250029|0.747500002|0.750937521|0.997500002|1.000000000,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.940611392|0.926862992|0.953082784|0.945509494|0.935764256|0.793863666|0.915252640|0.775275234
4,6100,threshold,skip,load difference below fixed threshold; diff=0.0127169; threshold=0.1,0.953091200,4.295852541,0.014622488,0.000000000,12.072024812,31.179431179,0.433834785,0.120890511,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.246250004|0.250312507|0.497187495|0.501250029|0.747187495|0.750625014|0.997187495|1.000000000,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.940812640|0.941835831|0.953091200|0.939545216|0.935482144|0.765773639|0.915135008|0.719642328
4,7100,threshold,skip,load difference below fixed threshold; diff=0.0127169; threshold=0.1,0.952727872,4.327685194,0.015037064,0.000000000,13.024752684,35.507116373,0.448871849,0.120890511,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.246250004|0.250312507|0.497187495|0.501250029|0.747187495|0.750625014|0.997187495|1.000000000,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.940304640|0.938133681|0.952727872|0.933180963|0.935946016|0.754209181|0.915192544|0.697290438
4,8100,threshold,skip,load difference below fixed threshold; diff=0.012736; threshold=0.1,0.953378880,4.327843169,0.015677996,0.000000000,13.978131564,39.834959542,0.464549845,0.120890511,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.246250004|0.250312507|0.497187495|0.501250029|0.747187495|0.750625014|0.996874988|1.000000000,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.940320224|0.940503398|0.953378880|0.933840881|0.935895136|0.733201265|0.915626432|0.685529658
4,9100,threshold,skip,load difference below fixed threshold; diff=0.0132066; threshold=0.1,0.953089664,4.341870982,0.016583835,0.000000000,14.931221228,44.176830524,0.481133680,0.120890511,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.246250004|0.250312507|0.496874988|0.500937521|0.746874988|0.750625014|0.996874988|1.000000000,0.247812495|0.251875013|0.503437519|0.507499993|0.753750026|0.756562471|0.997812510|1.000000000,0.940470912|0.938040778|0.953089664|0.939058836|0.935858624|0.725298807|0.915228320|0.645641576
