run_id,total_time_s,metrics_file,timing_file,log_file
1,56.965219514,Results/np4/dynamic_threshold_threshold_0p1/metrics_run_1.csv,Results/np4/dynamic_threshold_threshold_0p1/total_time_run_1.txt,Results/np4/dynamic_threshold_threshold_0p1/logs/run_1.out
2,56.734212596,Results/np4/dynamic_threshold_threshold_0p1/metrics_run_2.csv,Results/np4/dynamic_threshold_threshold_0p1/total_time_run_2.txt,Results/np4/dynamic_threshold_threshold_0p1/logs/run_2.out
3,58.128317982,Results/np4/dynamic_threshold_threshold_0p1/metrics_run_3.csv,Results/np4/dynamic_threshold_threshold_0p1/total_time_run_3.txt,Results/np4/dynamic_threshold_threshold_0p1/logs/run_3.out
4,56.363753390,Results/np4/dynamic_threshold_threshold_0p1/metrics_run_4.csv,Results/np4/dynamic_threshold_threshold_0p1/total_time_run_4.txt,Results/np4/dynamic_threshold_threshold_0p1/logs/run_4.out
5,56.208002027,Results/np4/dynamic_threshold_threshold_0p1/metrics_run_5.csv,Results/np4/dynamic_threshold_threshold_0p1/total_time_run_5.txt,Results/np4/dynamic_threshold_threshold_0p1/logs/run_5.out
6,56.795682858,Results/np4/dynamic_threshold_threshold_0p1/metrics_run_6.csv,Results/np4/dynamic_threshold_threshold_0p1/total_time_run_6.txt,Results/np4/dynamic_threshold_threshold_0p1/logs/run_6.out
7,56.775561802,Results/np4/dynamic_threshold_threshold_0p1/metrics_run_7.csv,Results/np4/dynamic_threshold_threshold_0p1/total_time_run_7.txt,Results/np4/dynamic_threshold_threshold_0p1/logs/run_7.out
8,56.025525983,Results/np4/dynamic_threshold_threshold_0p1/metrics_run_8.csv,Results/np4/dynamic_threshold_threshold_0p1/total_time_run_8.txt,Results/np4/dynamic_threshold_threshold_0p1/logs/run_8.out
9,56.327375557,Results/np4/dynamic_threshold_threshold_0p1/metrics_run_9.csv,Results/np4/dynamic_threshold_threshold_0p1/total_time_run_9.txt,Results/np4/dynamic_threshold_threshold_0p1/logs/run_9.out
10,56.224174288,Results/np4/dynamic_threshold_threshold_0p1/metrics_run_10.csv,Results/np4/dynamic_threshold_threshold_0p1/total_time_run_10.txt,Results/np4/dynamic_threshold_threshold_0p1/logs/run_10.out
